Read work orders to determine material or setup requirements.,Getting Information Read documents or materials to inform work processes. Read work orders to determine material or setup requirements.,DWA from ONET,4.A.1.a.1.I02.D16,0.1428571,0.2672612,0.1889822,0.2672612,0.2672612,0.2672612,0.1889822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916699,0,0,0.1690308,0.1195229,0,0,0,0,0.1889822
Collect evidence for legal proceedings.,Getting Information Investigate criminal or legal matters. Collect evidence for legal proceedings.,DWA from ONET,4.A.1.a.1.I03.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine crime scenes to obtain evidence.,Getting Information Investigate criminal or legal matters. Examine crime scenes to obtain evidence.,DWA from ONET,4.A.1.a.1.I03.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate crimes committed within organizations.,Getting Information Investigate criminal or legal matters. Investigate crimes committed within organizations.,DWA from ONET,4.A.1.a.1.I03.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate legal issues.,Getting Information Investigate criminal or legal matters. Investigate legal issues.,DWA from ONET,4.A.1.a.1.I03.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine records or other types of data to investigate criminal activities.,Getting Information Investigate criminal or legal matters. Examine records or other types of data to investigate criminal activities.,DWA from ONET,4.A.1.a.1.I03.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct hearings to investigate legal issues.,Getting Information Investigate criminal or legal matters. Conduct hearings to investigate legal issues.,DWA from ONET,4.A.1.a.1.I03.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate illegal or suspicious activities.,Getting Information Investigate criminal or legal matters. Investigate illegal or suspicious activities.,DWA from ONET,4.A.1.a.1.I03.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain property information.,Getting Information Gather information from physical or electronic sources. Obtain property information.,DWA from ONET,4.A.1.a.1.I04.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0
Use databases to locate investigation details or other information.,Getting Information Gather information from physical or electronic sources. Use databases to locate investigation details or other information.,DWA from ONET,4.A.1.a.1.I04.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0.1543034,0.2886751,0.2041242
Search information sources to find specific data.,Getting Information Gather information from physical or electronic sources. Search information sources to find specific data.,DWA from ONET,4.A.1.a.1.I04.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Gather financial records.,Getting Information Gather information from physical or electronic sources. Gather financial records.,DWA from ONET,4.A.1.a.1.I04.D04,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retrieve information from electronic sources.,Getting Information Gather information from physical or electronic sources. Retrieve information from electronic sources.,DWA from ONET,4.A.1.a.1.I04.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.1581139,0,0,0,0,0,0,0
Gather information in order to provide services to clients.,Getting Information Gather information from physical or electronic sources. Gather information in order to provide services to clients.,DWA from ONET,4.A.1.a.1.I04.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.3872983,0,0,0,0,0,0,0
"Search files, databases or reference materials to obtain needed information.","Getting Information Gather information from physical or electronic sources. Search files, databases or reference materials to obtain needed information.",DWA from ONET,4.A.1.a.1.I04.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0
Collect archival data.,Getting Information Gather information from physical or electronic sources. Collect archival data.,DWA from ONET,4.A.1.a.1.I04.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate information related to legal matters in public or personal records.,Getting Information Consult legal materials or public records. Evaluate information related to legal matters in public or personal records.,DWA from ONET,4.A.1.a.1.I05.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0.1443376,0,0,0,0,0.1118034,0,0,0,0,0,0,0
Research relevant legal materials to aid decision making.,Getting Information Consult legal materials or public records. Research relevant legal materials to aid decision making.,DWA from ONET,4.A.1.a.1.I05.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944911,0.1195229,0,0,0,0,0,0,0
Gather organizational performance information.,Getting Information Gather data about operational or development activities. Gather organizational performance information.,DWA from ONET,4.A.1.a.1.I06.D01,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0
Gather information about work conditions or locations.,Getting Information Gather data about operational or development activities. Gather information about work conditions or locations.,DWA from ONET,4.A.1.a.1.I06.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1084652,0,0.1414214,0.2,0.1414214,0,0,0,0,0.2236068
Gather physical survey data.,Getting Information Gather data about operational or development activities. Gather physical survey data.,DWA from ONET,4.A.1.a.1.I06.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect data about project sites.,Getting Information Gather data about operational or development activities. Collect data about project sites.,DWA from ONET,4.A.1.a.1.I06.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Obtain information about goods or services.,Getting Information Obtain information about goods or services. Obtain information about goods or services.,DWA from ONET,4.A.1.a.1.I07.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0
Research hydrologic features or processes.,Getting Information Research issues related to earth sciences. Research hydrologic features or processes.,DWA from ONET,4.A.1.a.1.I08.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research geological features or processes.,Getting Information Research issues related to earth sciences. Research geological features or processes.,DWA from ONET,4.A.1.a.1.I08.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct climatological research.,Getting Information Research issues related to earth sciences. Conduct climatological research.,DWA from ONET,4.A.1.a.1.I08.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct surveys in organizations.,"Getting Information Research organizational behavior, processes, or performance. Conduct surveys in organizations.",DWA from ONET,4.A.1.a.1.I09.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research industrial processes or operations.,"Getting Information Research organizational behavior, processes, or performance. Research industrial processes or operations.",DWA from ONET,4.A.1.a.1.I09.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2425356,0,0,0,0,0,0,0,0,0
Conduct scientific research of organizational behavior or processes.,"Getting Information Research organizational behavior, processes, or performance. Conduct scientific research of organizational behavior or processes.",DWA from ONET,4.A.1.a.1.I09.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research impacts of environmental conservation initiatives.,Getting Information Investigate the environmental impact of industrial or development activities. Research impacts of environmental conservation initiatives.,DWA from ONET,4.A.1.a.1.I10.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research issues related to the environment or sustainable business practices.,Getting Information Investigate the environmental impact of industrial or development activities. Research issues related to the environment or sustainable business practices.,DWA from ONET,4.A.1.a.1.I10.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944911,0,0,0,0,0,0,0,0
Investigate the environmental impact of projects.,Getting Information Investigate the environmental impact of industrial or development activities. Investigate the environmental impact of projects.,DWA from ONET,4.A.1.a.1.I10.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monitor environmental impacts of production or development activities.,Getting Information Investigate the environmental impact of industrial or development activities. Monitor environmental impacts of production or development activities.,DWA from ONET,4.A.1.a.1.I10.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research environmental impact of industrial or development activities.,Getting Information Investigate the environmental impact of industrial or development activities. Research environmental impact of industrial or development activities.,DWA from ONET,4.A.1.a.1.I10.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Identify environmental concerns.,Getting Information Investigate the environmental impact of industrial or development activities. Identify environmental concerns.,DWA from ONET,4.A.1.a.1.I10.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate environmental impact of operational or development activities.,Getting Information Investigate the environmental impact of industrial or development activities. Evaluate environmental impact of operational or development activities.,DWA from ONET,4.A.1.a.1.I10.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Gather information for news stories.,Getting Information Gather information for news stories. Gather information for news stories.,DWA from ONET,4.A.1.a.1.I11.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1581139,0,0,0,0.2886751,0,0,0
Gather medical information from patient histories.,Getting Information Collect information about patients or clients. Gather medical information from patient histories.,DWA from ONET,4.A.1.a.1.I12.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0,0,0
"Collect medical information from patients, family members, or other medical professionals.","Getting Information Collect information about patients or clients. Collect medical information from patients, family members, or other medical professionals.",DWA from ONET,4.A.1.a.1.I12.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
"Collect information from people through observation, interviews, or surveys.","Getting Information Collect information about patients or clients. Collect information from people through observation, interviews, or surveys.",DWA from ONET,4.A.1.a.1.I12.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Collect information about clients.,Getting Information Collect information about patients or clients. Collect information about clients.,DWA from ONET,4.A.1.a.1.I12.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0.2357023,0,0,0,0,0.3651484,0,0,0,0,0,0,0
Research livestock management methods.,Getting Information Research agricultural processes or practices. Research livestock management methods.,DWA from ONET,4.A.1.a.1.I13.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research crop management methods.,Getting Information Research agricultural processes or practices. Research crop management methods.,DWA from ONET,4.A.1.a.1.I13.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research sustainable agricultural processes or practices.,Getting Information Research agricultural processes or practices. Research sustainable agricultural processes or practices.,DWA from ONET,4.A.1.a.1.I13.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct market research.,Getting Information Collect data about consumer needs or opinions. Conduct market research.,DWA from ONET,4.A.1.a.1.I14.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gather customer or product information to determine customer needs.,Getting Information Collect data about consumer needs or opinions. Gather customer or product information to determine customer needs.,DWA from ONET,4.A.1.a.1.I14.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Obtain personal or financial information about customers or applicants.,Getting Information Collect data about consumer needs or opinions. Obtain personal or financial information about customers or applicants.,DWA from ONET,4.A.1.a.1.I14.D03,0,0,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Conduct opinion surveys or needs assessments.,Getting Information Collect data about consumer needs or opinions. Conduct opinion surveys or needs assessments.,DWA from ONET,4.A.1.a.1.I14.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect data about customer needs.,Getting Information Collect data about consumer needs or opinions. Collect data about customer needs.,DWA from ONET,4.A.1.a.1.I14.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0
Observe individuals' activities to gather information or compile evidence.,"Getting Information Investigate individuals' background, behavior, or activities. Observe individuals' activities to gather information or compile evidence.",DWA from ONET,4.A.1.a.1.I15.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
Investigate personal characteristics or activities of individuals.,"Getting Information Investigate individuals' background, behavior, or activities. Investigate personal characteristics or activities of individuals.",DWA from ONET,4.A.1.a.1.I15.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research genetic characteristics or expression.,Getting Information Research biological or ecological phenomena. Research genetic characteristics or expression.,DWA from ONET,4.A.1.a.1.I16.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research diseases or parasites.,Getting Information Research biological or ecological phenomena. Research diseases or parasites.,DWA from ONET,4.A.1.a.1.I16.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research of processes in natural or industrial ecosystems.,Getting Information Research biological or ecological phenomena. Conduct research of processes in natural or industrial ecosystems.,DWA from ONET,4.A.1.a.1.I16.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Research microbiological or chemical processes or structures.,Getting Information Research biological or ecological phenomena. Research microbiological or chemical processes or structures.,DWA from ONET,4.A.1.a.1.I16.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classify organisms based on their characteristics or behavior.,Getting Information Research biological or ecological phenomena. Classify organisms based on their characteristics or behavior.,DWA from ONET,4.A.1.a.1.I16.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine characteristics or behavior of living organisms.,Getting Information Research biological or ecological phenomena. Examine characteristics or behavior of living organisms.,DWA from ONET,4.A.1.a.1.I16.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain documentation to authorize activities.,Getting Information Obtain formal documentation or authorization. Obtain documentation to authorize activities.,DWA from ONET,4.A.1.a.1.I17.D01,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain copyrights or other legal permissions.,Getting Information Obtain formal documentation or authorization. Obtain copyrights or other legal permissions.,DWA from ONET,4.A.1.a.1.I17.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain written authorization to perform activities.,Getting Information Obtain formal documentation or authorization. Obtain written authorization to perform activities.,DWA from ONET,4.A.1.a.1.I17.D03,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct anthropological or archaeological research.,Getting Information Research historical or social issues. Conduct anthropological or archaeological research.,DWA from ONET,4.A.1.a.1.I18.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct historical research.,Getting Information Research historical or social issues. Conduct historical research.,DWA from ONET,4.A.1.a.1.I18.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research on social issues.,Getting Information Research historical or social issues. Conduct research on social issues.,DWA from ONET,4.A.1.a.1.I18.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research social issues.,Getting Information Research historical or social issues. Research social issues.,DWA from ONET,4.A.1.a.1.I18.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research to increase knowledge about medical issues.,Getting Information Research healthcare issues. Conduct research to increase knowledge about medical issues.,DWA from ONET,4.A.1.a.1.I19.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect information about community health needs.,Getting Information Research healthcare issues. Collect information about community health needs.,DWA from ONET,4.A.1.a.1.I19.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0.1690308,0,0
Research engineering aspects of biological or chemical processes.,Getting Information Research technology designs or applications. Research engineering aspects of biological or chemical processes.,DWA from ONET,4.A.1.a.1.I20.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research engineering applications of emerging technologies.,Getting Information Research technology designs or applications. Research engineering applications of emerging technologies.,DWA from ONET,4.A.1.a.1.I20.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research design or application of green technologies.,Getting Information Research technology designs or applications. Research design or application of green technologies.,DWA from ONET,4.A.1.a.1.I20.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
Conduct research to gain information about products or processes.,Getting Information Research technology designs or applications. Conduct research to gain information about products or processes.,DWA from ONET,4.A.1.a.1.I20.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Research advanced engineering designs or applications.,Getting Information Research technology designs or applications. Research advanced engineering designs or applications.,DWA from ONET,4.A.1.a.1.I20.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
"Research energy production, use, or conservation.","Getting Information Research technology designs or applications. Research energy production, use, or conservation.",DWA from ONET,4.A.1.a.1.I20.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.3162278,0.2236068
Research human performance or health factors related to engineering or design activities.,Getting Information Research technology designs or applications. Research human performance or health factors related to engineering or design activities.,DWA from ONET,4.A.1.a.1.I20.D07,0,0,0,0,0,0,0,0,0,0,0,0,0.1924501,0,0,0,0,0,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0,0
Research new technologies.,Getting Information Research technology designs or applications. Research new technologies.,DWA from ONET,4.A.1.a.1.I20.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443376,0,0,0,0,0.3333333,0,0,0
Research product safety.,Getting Information Research technology designs or applications. Research product safety.,DWA from ONET,4.A.1.a.1.I20.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research methods to improve food products.,Getting Information Research technology designs or applications. Research methods to improve food products.,DWA from ONET,4.A.1.a.1.I20.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate accidents to determine causes.,Getting Information Investigate incidents or accidents. Investigate accidents to determine causes.,DWA from ONET,4.A.1.a.1.I21.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine debris to obtain information about causes of fires.,Getting Information Investigate incidents or accidents. Examine debris to obtain information about causes of fires.,DWA from ONET,4.A.1.a.1.I21.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
