Gather physical survey data.,DWA from ONET,4.A.1.a.1.I06.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect data about project sites.,DWA from ONET,4.A.1.a.1.I06.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Obtain information about goods or services.,DWA from ONET,4.A.1.a.1.I07.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0
Research hydrologic features or processes.,DWA from ONET,4.A.1.a.1.I08.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research geological features or processes.,DWA from ONET,4.A.1.a.1.I08.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct climatological research.,DWA from ONET,4.A.1.a.1.I08.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct surveys in organizations.,DWA from ONET,4.A.1.a.1.I09.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research industrial processes or operations.,DWA from ONET,4.A.1.a.1.I09.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2425356,0,0,0,0,0,0,0,0,0
Conduct scientific research of organizational behavior or processes.,DWA from ONET,4.A.1.a.1.I09.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research impacts of environmental conservation initiatives.,DWA from ONET,4.A.1.a.1.I10.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research issues related to the environment or sustainable business practices.,DWA from ONET,4.A.1.a.1.I10.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944911,0,0,0,0,0,0,0,0
Investigate the environmental impact of projects.,DWA from ONET,4.A.1.a.1.I10.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monitor environmental impacts of production or development activities.,DWA from ONET,4.A.1.a.1.I10.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research environmental impact of industrial or development activities.,DWA from ONET,4.A.1.a.1.I10.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Identify environmental concerns.,DWA from ONET,4.A.1.a.1.I10.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate environmental impact of operational or development activities.,DWA from ONET,4.A.1.a.1.I10.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Gather information for news stories.,DWA from ONET,4.A.1.a.1.I11.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1581139,0,0,0,0.2886751,0,0,0
Gather medical information from patient histories.,DWA from ONET,4.A.1.a.1.I12.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0,0,0
"Collect medical information from patients, family members, or other medical professionals.",DWA from ONET,4.A.1.a.1.I12.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
"Collect information from people through observation, interviews, or surveys.",DWA from ONET,4.A.1.a.1.I12.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Collect information about clients.,DWA from ONET,4.A.1.a.1.I12.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0.2357023,0,0,0,0,0.3651484,0,0,0,0,0,0,0
Research livestock management methods.,DWA from ONET,4.A.1.a.1.I13.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research crop management methods.,DWA from ONET,4.A.1.a.1.I13.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research sustainable agricultural processes or practices.,DWA from ONET,4.A.1.a.1.I13.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct market research.,DWA from ONET,4.A.1.a.1.I14.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gather customer or product information to determine customer needs.,DWA from ONET,4.A.1.a.1.I14.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Obtain personal or financial information about customers or applicants.,DWA from ONET,4.A.1.a.1.I14.D03,0,0,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Conduct opinion surveys or needs assessments.,DWA from ONET,4.A.1.a.1.I14.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect data about customer needs.,DWA from ONET,4.A.1.a.1.I14.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0
Observe individuals' activities to gather information or compile evidence.,DWA from ONET,4.A.1.a.1.I15.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
Investigate personal characteristics or activities of individuals.,DWA from ONET,4.A.1.a.1.I15.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research genetic characteristics or expression.,DWA from ONET,4.A.1.a.1.I16.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research diseases or parasites.,DWA from ONET,4.A.1.a.1.I16.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research of processes in natural or industrial ecosystems.,DWA from ONET,4.A.1.a.1.I16.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Research microbiological or chemical processes or structures.,DWA from ONET,4.A.1.a.1.I16.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classify organisms based on their characteristics or behavior.,DWA from ONET,4.A.1.a.1.I16.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine characteristics or behavior of living organisms.,DWA from ONET,4.A.1.a.1.I16.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain documentation to authorize activities.,DWA from ONET,4.A.1.a.1.I17.D01,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain copyrights or other legal permissions.,DWA from ONET,4.A.1.a.1.I17.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obtain written authorization to perform activities.,DWA from ONET,4.A.1.a.1.I17.D03,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct anthropological or archaeological research.,DWA from ONET,4.A.1.a.1.I18.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct historical research.,DWA from ONET,4.A.1.a.1.I18.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research on social issues.,DWA from ONET,4.A.1.a.1.I18.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research social issues.,DWA from ONET,4.A.1.a.1.I18.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct research to increase knowledge about medical issues.,DWA from ONET,4.A.1.a.1.I19.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collect information about community health needs.,DWA from ONET,4.A.1.a.1.I19.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0.1690308,0,0
Research engineering aspects of biological or chemical processes.,DWA from ONET,4.A.1.a.1.I20.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research engineering applications of emerging technologies.,DWA from ONET,4.A.1.a.1.I20.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research design or application of green technologies.,DWA from ONET,4.A.1.a.1.I20.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
Conduct research to gain information about products or processes.,DWA from ONET,4.A.1.a.1.I20.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Research advanced engineering designs or applications.,DWA from ONET,4.A.1.a.1.I20.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
"Research energy production, use, or conservation.",DWA from ONET,4.A.1.a.1.I20.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.3162278,0.2236068
Research human performance or health factors related to engineering or design activities.,DWA from ONET,4.A.1.a.1.I20.D07,0,0,0,0,0,0,0,0,0,0,0,0,0.1924501,0,0,0,0,0,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0,0
Research new technologies.,DWA from ONET,4.A.1.a.1.I20.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443376,0,0,0,0,0.3333333,0,0,0
Research product safety.,DWA from ONET,4.A.1.a.1.I20.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research methods to improve food products.,DWA from ONET,4.A.1.a.1.I20.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate accidents to determine causes.,DWA from ONET,4.A.1.a.1.I21.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine debris to obtain information about causes of fires.,DWA from ONET,4.A.1.a.1.I21.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
"Investigate transportation incidents, violations, or complaints.",DWA from ONET,4.A.1.a.1.I21.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigate industrial or transportation accidents.,DWA from ONET,4.A.1.a.1.I21.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
"Investigate system, equipment, or product failures.",DWA from ONET,4.A.1.a.1.I22.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.1084652,0,0,0,0,0,0,0,0,0
Investigate work related complaints to determine corrective actions.,DWA from ONET,4.A.1.a.1.I22.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916699,0,0,0.1690308,0.1195229,0,0,0,0,0.1889822
Investigate safety of work environment.,DWA from ONET,4.A.1.a.1.I22.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0.2236068,0.1581139,0,0,0,0,0.25
"Interview employees, customers, or others to collect information.",DWA from ONET,4.A.1.a.1.I23.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Interview others for news or entertainment purposes.,DWA from ONET,4.A.1.a.1.I23.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0.2581989,0,0,0
Interview clients to gather financial information.,DWA from ONET,4.A.1.a.1.I23.D03,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1825742,0,0,0,0,0.2828427,0,0,0,0,0,0,0
Interview people to obtain information about actions or status of individuals.,DWA from ONET,4.A.1.a.1.I23.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
Interview people to gather information about criminal activities.,DWA from ONET,4.A.1.a.1.I23.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Interview patients to gather medical information.,DWA from ONET,4.A.1.a.1.I23.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0,0,0
Interview claimants to get information related to legal proceedings.,DWA from ONET,4.A.1.a.1.I23.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1195229,0,0,0,0,0,0,0
"Interview clients to gather information about their backgrounds, needs, or progress.",DWA from ONET,4.A.1.a.1.I23.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.1543034,0,0,0,0,0.2390457,0,0,0,0,0,0,0
"Interview witnesses, suspects, or claimants.",DWA from ONET,4.A.1.a.1.I23.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monitor broadcasting operations to ensure proper functioning.,DWA from ONET,4.A.1.a.2.I01.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Monitor medical equipment to ensure proper functioning.,DWA from ONET,4.A.1.a.2.I01.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Monitor engine operation or functioning.,DWA from ONET,4.A.1.a.2.I01.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Monitor lubrication of equipment or workpieces.,DWA from ONET,4.A.1.a.2.I01.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0,0,0
Monitor equipment operation to ensure proper functioning.,DWA from ONET,4.A.1.a.2.I01.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0.2041242,0.1980295,0,0,0,0,0,0,0,0,0
Observe equipment in operation to detect potential problems.,DWA from ONET,4.A.1.a.2.I01.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0.2041242,0.1980295,0.1020621,0,0,0,0,0,0,0,0
Watch operating equipment to detect malfunctions.,DWA from ONET,4.A.1.a.2.I01.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0.2236068,0.2169305,0,0,0,0,0,0,0,0,0
"Monitor green energy equipment, systems, or facilities.",DWA from ONET,4.A.1.a.2.I01.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Assess equipment functioning.,DWA from ONET,4.A.1.a.2.I01.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0.140028,0,0,0,0,0,0,0,0,0
Monitor equipment operation to ensure that products are not flawed.,DWA from ONET,4.A.1.a.2.I01.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0.2041242,0.1980295,0,0,0,0,0,0,0,0,0
Monitor instruments to ensure proper production conditions.,DWA from ONET,4.A.1.a.2.I01.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monitor video displays of medical equipment to ensure proper functioning.,DWA from ONET,4.A.1.a.2.I01.D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1767767,0.0857493,0,0,0,0,0,0,0,0,0
Monitor equipment gauges or displays to ensure proper operation.,DWA from ONET,4.A.1.a.2.I01.D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0,0,0,0.1889822,0.1833397,0,0,0,0,0,0,0,0,0
Monitor equipment fluid levels.,DWA from ONET,4.A.1.a.2.I01.D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0,0,0
